time,symbol,price,volume
2026-03-25 16:45:19,BINANCE:BTCUSDT,71263.01,8e-05
2026-03-25 16:45:19,BINANCE:ETHUSDT,2180.91,0.0024
2026-03-25 16:45:19,BINANCE:BTCUSDT,71263.01,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71263.01,8e-05
2026-03-25 16:45:19,BINANCE:ETHUSDT,2180.91,0.0023
2026-03-25 16:45:19,BINANCE:BTCUSDT,71263.01,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.65,0.0245
2026-03-25 16:45:19,BINANCE:BTCUSDT,71263.01,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71263.01,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71263.01,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71263.01,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71263.01,0.01
2026-03-25 16:45:19,BINANCE:BTCUSDT,71263.01,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71263.01,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71263.01,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71263.01,0.00011
2026-03-25 16:45:19,BINANCE:BTCUSDT,71263.01,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71263.01,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71263.01,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71263.01,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71263.01,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71263.01,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71263.01,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71263.01,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71263.01,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71263.01,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71263.01,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71263.01,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71263.01,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71263.01,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71263.01,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71263.01,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71263.01,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71263.01,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71263.01,8e-05
2026-03-25 16:45:19,BINANCE:BNBUSDT,649.48,0.009
2026-03-25 16:45:19,BINANCE:BNBUSDT,649.48,0.22
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.65,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.65,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.65,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.65,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.65,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.65,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.65,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.65,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.65,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.65,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.65,0.00015
2026-03-25 16:45:18,BINANCE:BNBUSDT,649.54,0.218
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.65,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.65,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.65,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.65,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.65,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.65,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.65,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.65,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.65,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.65,0.0007
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.65,0.00047
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.65,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.65,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.65,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.64,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.64,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.64,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.64,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.64,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.64,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.43,9e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.41,0.00065
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.4,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.4,0.00015
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.4,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.4,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.39,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.39,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.39,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.39,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71258.39,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71257.97,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71257.96,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71257.95,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71257.51,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71257.51,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71257.49,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71257.45,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71257.44,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71257.44,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71257.44,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71257.44,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71256.77,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71256.76,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71256.76,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71256.76,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71256.76,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71256.59,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71256.59,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71256.59,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71256.59,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71256.59,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71256.59,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71256.58,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71256.34,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71256.34,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71256.34,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71256.34,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71256.34,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71256.27,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71256.27,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71256.27,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71256.27,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71256.27,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71256.26,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71256.26,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71256.08,9e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71256.02,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71256.02,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71256.02,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71256.02,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71256.02,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71255.88,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71255.87,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71255.87,8e-05
2026-03-25 16:45:19,BINANCE:BNBUSDT,649.48,0.035
2026-03-25 16:45:19,BINANCE:BNBUSDT,649.48,0.045
2026-03-25 16:45:19,BINANCE:BNBUSDT,649.48,3.568
2026-03-25 16:45:19,BINANCE:BNBUSDT,649.48,0.009
2026-03-25 16:45:19,BINANCE:BNBUSDT,649.48,0.008
2026-03-25 16:45:19,BINANCE:BNBUSDT,649.48,0.009
2026-03-25 16:45:19,BINANCE:BNBUSDT,649.48,0.009
2026-03-25 16:45:19,BINANCE:BNBUSDT,649.48,0.009
2026-03-25 16:45:19,BINANCE:BNBUSDT,649.48,0.009
2026-03-25 16:45:19,BINANCE:BNBUSDT,649.48,0.009
2026-03-25 16:45:19,BINANCE:BNBUSDT,649.48,0.008
2026-03-25 16:45:19,BINANCE:BNBUSDT,649.48,0.009
2026-03-25 16:45:19,BINANCE:BNBUSDT,649.48,0.009
2026-03-25 16:45:19,BINANCE:BNBUSDT,649.48,0.009
2026-03-25 16:45:19,BINANCE:BNBUSDT,649.48,0.002
2026-03-25 16:45:19,BINANCE:BNBUSDT,649.48,0.007
2026-03-25 16:45:19,BINANCE:BNBUSDT,649.48,0.009
2026-03-25 16:45:19,BINANCE:BNBUSDT,649.48,0.009
2026-03-25 16:45:19,BINANCE:BNBUSDT,649.48,0.008
2026-03-25 16:45:19,BINANCE:BNBUSDT,649.48,0.009
2026-03-25 16:45:19,BINANCE:BNBUSDT,649.48,0.009
2026-03-25 16:45:19,BINANCE:BNBUSDT,649.48,0.005
2026-03-25 16:45:19,BINANCE:BNBUSDT,649.48,0.004
2026-03-25 16:45:19,BINANCE:BNBUSDT,649.48,0.008
2026-03-25 16:45:19,BINANCE:BNBUSDT,649.48,0.009
2026-03-25 16:45:19,BINANCE:BNBUSDT,649.48,0.009
2026-03-25 16:45:19,BINANCE:BNBUSDT,649.48,0.008
2026-03-25 16:45:19,BINANCE:BTCUSDT,71255.86,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71255.86,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71255.86,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71255.86,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71255.86,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71255.86,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71255.86,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71255.86,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71255.86,8e-05
2026-03-25 16:45:19,BINANCE:BTCUSDT,71255.86,0.00015
2026-03-25 16:45:19,BINANCE:BTCUSDT,71255.86,8e-05
